bid,shelfmark,all_shelfmarks,title,responsibility,place,date,year,lang,possessor_field_Eco
MIL1022825,ECO.01.0131,ECO.01.0131,Histoire de Saint Louis,Jean Sire de Joinville,Paris,1874,1874,fre,yes
MIL1023187,ECO.01.0254/18,ECO.01.0254/18,Robert Fludd,par Joscelyn Godwin,[S.l.],1980,1980,fre,yes
MIL1023220,ECO.01.0254/27,ECO.01.0254/27,Catalogue of chemical and pharmaceutical books,,Amsterdam,[tra 1980 e 2002],1980,eng,yes
MIL1023262,ECO.01.0254/31,ECO.01.0254/31,"Printed books including English, continental and Russian literature, science and modern illustrated books",,London,1989,1989,eng,yes
MIL1023264,ECO.01.0254/32,ECO.01.0254/32,Paracelsus,,London,[1994],1994,eng,yes
MIL1023414,ECO.01.0435/03,ECO.01.0435/03,2.1: Abano-Ovidius,by W. A. Copinger,Milano,1992,1992,mul,yes
MIL1023416,ECO.01.0435/03,ECO.01.0435/03,2.2: Pablo-Zutphania,by W.A. Kopinger,Milano,1992,1992,mul,yes
MIL1023434,ECO.01.0465,ECO.01.0465,The Brotherhood of the Rosy Cross,by Arthur Edward Waite,London,1924,1924,eng,yes
MIL1016606,ECO.01.0008,ECO.01.0008,2,par Gaspard Lavater,Paris,1835,1835,fre,yes
MIL1016639,ECO.01.0008,ECO.01.0008,5,par Gaspard Lavater,Paris,1835,1835,fre,yes
MIL1016643,ECO.01.0008,ECO.01.0008,6,par Gaspard Lavater,Paris,1835,1835,fre,yes
MIL1016677,ECO.01.0008,ECO.01.0008,9,par Gaspard Lavater,Paris,1835,1835,fre,yes
MIL1022932,ECO.01.0181,ECO.01.0181,Bibliotheca astrologica,by F. Leigh Gardner,"No. Hollywood, California",[1977],1977,eng,
MIL1022964,ECO.01.0208,ECO.01.0208,Les supercheries littéraires devoilées,par J.-M. Quérard,Paris,1869-1871,1869,fre,
MIL1022992,ECO.01.0212,ECO.01.0212,Graines de folie,Olivier Justafré,Perros-Guirrec,[2011],2011,fre,yes
MIL1023074,ECO.01.0254/06,ECO.01.0254/06,Guillaume Postel,[compiled by Detlev Auvermann],London,2006,2006,ita,yes
MIL1026594,ECO.01.0468,ECO.01.0468,Real history of the Rosicrucians,by Arthur Edward Waite,London,1887,1887,eng,yes
MIL1026694,ECO.01.0482/10,ECO.01.0482/10,Voyages - marine,[Bernard Clavreuil],Paris,1992,1992,fre,
MIL1026697,ECO.01.0482/10,ECO.01.0482/10,2: F-O,,Paris,1992,1992,fre,yes
MIL1026712,ECO.01.0482/14,ECO.01.0482/14,An occult alphabet,,Culver City,Ca.,2003,eng,
MIL1026714,ECO.01.0482/14,ECO.01.0482/14,2,,Culver City,Ca.,2003,eng,yes
MIL1026766,ECO.01.0482/23,ECO.01.0482/23,Jesuit books,[Bernard Quaritch Ltd],London,2003,2001,eng,yes
MIL1026934,ECO.01.0506,ECO.01.0506,Projet d'une langue universelle,par M. l'abbé Bonifacio Sotos Ochando,Paris,1855,1855,fre,yes
MIL1027084,ECO.01.0521,ECO.01.0521,Die Rawley'sche Sammlung von zweiunddreissig Trauergedichten auf Francis Bacon,herausgegeben von Georg Cantor,Halle,1897,1897,ger,
MIL1027107,ECO.01.0516,ECO.01.0516,"Francis Bacon, poet, prophet, philosopher versus phantom captain Shakespeare, the Rosicrucian mask",by W.F.C. Wigston,London,1890,1891,eng,yes
MIL1027121,ECO.01.0522,ECO.01.0522,Shakespeare's Beehive,George Koppelman & Daniel Wechsler,New York,2014,2014,eng,
MIL1027135,ECO.01.0525,ECO.01.0525,Bacon is Shake-speare,by Sir Edwin Durning-Lawrence,New York,1910,1910,eng,yes
MIL1027159,ECO.01.0526,ECO.01.0526,Francis Bacon,by Edwin Reed,Boston,1902,1902,eng,yes
FER0172416,ECO.01.0712,ECO.01.0712,Manuale di mnemonica (arte della memoria),dal cav. Costanzo Fea,Roma,1900,1900,ita,yes
FERE002214,ECO.02.0158,ECO.02.0158,L'Orlando furioso di m. Lodovico Ariosto,,In Venezia,1792,1792,ita,
FERE002217,ECO.02.0158,ECO.02.0158,3,,,,1792,ita,yes
FERE003071,ECO.01.0274,ECO.01.0274,"P. Gasparis Schotti ... Physica curiosa, sive Mirabilia naturae et artis libris 12. comprehensa ...",,Prostant Norimbergae,1667,1667,lat,yes
USME025540,ECO.01.0196,ECO.01.0196,Tractatus physiologicus de pulchritudine. Juxta ea quae de sponsa in Canticis Canticorum mystice pronunciantur. Authore Ernesto Vaenio,,Bruxellis,1662,1662,lat,
USME025870,ECO.01.0448,ECO.01.0448,"Michaelis Majeri ... Secretioris naturae secretorum scrutinium chymicum, per oculis et intellectui accuratè accommodata, figuris cupro appositissimè i",,Francofurti,1687,1687,lat,yes
USME026635,ECO.01.0977,ECO.01.0977,"[18]: Frederici Ruyschii Responsio ad Godefridi Bidloi libellum, quem vindicias inscripsit",,Amstelædami,1738,1738,lat,yes
USME026645,ECO.01.0977,ECO.01.0977,"[20]: Frederici Ruyschii ... Adversariorum anatomico-medico-chirurgicorum decas prima. In quâ varia notatu digna recensetur cum figuris æneis, cui adj",,Amstelodami,1729 [i.e. 1744],1744,lat,yes
MIL1016621,ECO.01.0008,ECO.01.0008,3,par Gaspard Lavater,Paris,1835,1835,fre,yes
MIL1016623,ECO.01.0008,ECO.01.0008,[4,par Gaspard Lavater],[Paris,1835],1835,fre,yes
MIL1022816,ECO.01.0126,ECO.01.0126,Life and death,"collated and re-told by Colonel T. H. Lewin, author of ""The fly on the wheel"" ..",London,1910,1910,eng,yes
MIL1022918,ECO.01.0178,ECO.01.0178,Rosicrucian books,with an introduction by Dr. William Wynn Westocott,London,1923,1923,eng,yes
MIL1022970,ECO.01.0208,ECO.01.0208,2: F-O,,Paris,1870,1870,fre,yes
MIL1022972,ECO.01.0208,ECO.01.0208,3: P-Z,,Paris,1870,1870,fre,yes
MIL0103262,ECO.01.0614,ECO.01.0614,"La reunion des langues, ou L'art de les apprendre toutes par une seule",par le P. Besnier de la Compagnie de Jesus,Dordrecht,1984,1984,fre,yes
USM1977499,ECO.02.0168/09,ECO.02.0168/09,The collection of The Garden Ltd.,conceived and formed by Haven O'More,New York,[1989],1989,eng,yes
FER0170156,ECO.02.0034,ECO.02.0034,La decadence latine,Le Sar Peladan,Paris,,    ,fre,
USME024250,ECO.01.0977,ECO.01.0977,"[35]: Frederici Ruyschii ... Curae renovatae, seu, Thesaurus anatomicus, post Curas posteriores, novus ...",,Amstelodami,1742,1742,lat,yes
USME024251,ECO.01.0977,ECO.01.0977,"[36]: Tractatio anatomica, de musculo, in fundo uteri observato, antehac a nemine detecto, cui, accedit depulsionis secundinarum, parturientium foemin",,Amstelodami,1742,1742,lat,yes
USME024257,ECO.01.0977,ECO.01.0977,"[40]: Abrahami Vateri, d. et p.p. anat, et botan ... socii. Epistola gratulatoria. Ad virum vere illustrem, dominum celeberrimum Fredericum Ruyschium ",,Amstelodami,1727,1727,lat,yes
MIL1035254,ECO.01.0990,ECO.01.0990,Arte [!] de naviguer,Pierre de Medine,Paris,1999,1999,fre,yes
MIL1035739,ECO.02.0010,ECO.02.0010,2,Scarron,Paris,[1927?],1927,fre,yes
MIL1035804,ECO.02.0024/2,ECO.02.0024/2,Der flammende Stern und die königliche geheime Kunst,[Théodore Henri de Tschudy,Stuttgart,1866,1866,ita,
MIL1036805,ECO.01.1021/01,ECO.01.1021/01,Symboles secrets des Rosicruciens des 16ème et 17ème siècles,,Villeneuve-Saint-Georges,c1988,1988,fre,yes
MIL1036816,ECO.02.0045,ECO.02.0045,Mysteries of the Rosie cross,,"Kitchener, Ontario",[1947],1947,eng,yes
MIL1036986,ECO.02.0055,ECO.02.0055,The history of freemasonry,by J.W.S. Mitchell,New York,[186.],1860,eng,
MIL1037512,ECO.02.0060,ECO.02.0060,Mission des souverains,par l'un d'eux,Paris,1884,1882,fre,yes
MIL1037592,ECO.01.1106,ECO.01.1106,The emblem,,New York,Leavitt & Allen [185,1856,eng,yes
MIL1037713,ECO.02.0073,ECO.02.0073,Biarritz,von Sir John Retcliffe,München,[1924],1924,ger,
MIL1037715,ECO.02.0073,ECO.02.0073,Vol. 1,John Retcliffe,München,[1924],1924,ger,yes
MIL1037870,ECO.02.0107,ECO.02.0107,The Apocalypse explained according to the spiritual sense,by Emanuel Swedenborg,London,1884-[1886?],1884,eng,
MIL1037872,ECO.02.0107,ECO.02.0107,Vol. 2: 296-414,Emanuel Swedenborg,London,1889,1889,eng,yes
MIL1037874,ECO.02.0107,ECO.02.0107,Vol. 5: 773-1089,Emanuel Swedenborg,London,1886,1896,eng,yes
MIL1037876,ECO.02.0107,ECO.02.0107,Vol. 3: 415-625,Emanuel Swedenborg,London,1901,1895,eng,yes
MIL1037878,ECO.02.0107,ECO.02.0107,Vol. 6: 1090-1229,Emanuel Swedenborg,London,1901,1901,eng,yes
MIL1037947,ECO.02.0108,ECO.02.0108,"2: Genesis, chapter 10. to chapter 17.",,London,1901,1901,eng,yes
MIL1038040,ECO.02.0110,ECO.02.0110,Flatland,"with illustrations by the author, A Square",London,1884,1884,eng,yes
MIL1038113,ECO.02.0122,ECO.02.0122,Key to the Hebrew-Egyptian Mystery in the source of measures originating the British inch and the ancient cubit,by J. Ralston Skinner,Cincinnati,,1875,eng,yes
MIL1038235,ECO.02.0125,ECO.02.0125,La vie de Jésus,Léo Taxil,Paris,[1900?],1900,fre,yes
MIL1038285,ECO.02.0129,ECO.02.0129,Histoire religieuse politique et littéraire de la Compagnie de Jésus,par J. Crétineau Joly,Tournai,1846,1846,fre,
MIL1038308,ECO.02.0130,ECO.02.0130,La France Juive,Edouard Drumont,Paris,[1886?],1885,fre,yes
MIL1023136,ECO.01.0254/10,ECO.01.0254/10,Bibliothèque Lucien Allienne ...,,,,1986,fre,yes
MIL1023328,ECO.01.0254/45,ECO.01.0254/45,Paracelsus in der Bibliotheca Philosophica Hermetica Amsterdam,[Redaktion des Katalogs: Carlos Gilly],Amsterdam,1993,1993,ger,yes
MIL1023398,ECO.01.0254/46,ECO.01.0254/46,"Emblèmes, devises, iconologie",avant-propos de Pierre Laurens,Paris,[dopo il 2001],2002,fre,yes
MIL1023412,ECO.01.0435/03,ECO.01.0435/03,"Supplement to Hain's repertorium bibliographicum or collection towards a new edition of that work, in two parts",by W. A. Copinger,Milano,1992,1992,mul,
MIL1026619,ECO.01.0482/06,ECO.01.0482/06,Linguaggio e linguaggi,a cura di Maria Gabriella Carbone e Roberto Palazzi,Roma,1987,1987,ita,yes
MIL1026696,ECO.01.0482/10,ECO.01.0482/10,1: A-E,,Paris,1992,1992,fre,yes
MIL1026698,ECO.01.0482/10,ECO.01.0482/10,3: P-Z et supplement,,Paris,1992,1992,fre,yes
MIL1026758,ECO.01.0482/21,ECO.01.0482/21,Alchemie aus der Bibliothek des Johannes Spahr,,Biel,[2006?],2006,ger,yes
MIL1026913,ECO.01.0511,ECO.01.0511,Tutonish,by Elias Molee,London,1908,1908,eng,yes
MIL1026918,ECO.01.0514,ECO.01.0514,Shakespeare studies in Baconian light,by Robert M. Theobald,San Francisco,[1901?],1901,eng,yes
MIL1026925,ECO.01.0505,ECO.01.0505,Du signe interrogatif des divers peuples et des fausses idées de l'Europe sur les hiéroglyphes,par le Chevalier de Paravey,Lyon,1865,1865,fre,yes
MIL1026937,ECO.01.0519,ECO.01.0519,Atlantis: the antediluvian world,by Ignatius Donnelly,New York,1910,1910,eng,yes
MIL1026945,ECO.01.0515,ECO.01.0515,Bacon and Shake-speare parallelisms,by Edwin Reed,Boston,1902,1902,eng,yes
MIL1027067,ECO.01.0521,ECO.01.0521,Resurrectio divi quirini Francisci Baconi Baronis de Verulam vicecomitis sancti albani,cura impensis G. C,Halis Saxonum,1896,1896,eng,yes
MIL1027197,ECO.01.0530,ECO.01.0530,"Langue universelle de l'humanité, ou, Télégraphie parlée par le nombre agissant, réduisant à l'unité tous les idiomes du globe compris instantanément ",par Aldrick Caumont,Oleyres,1992,1992,fre,yes
MIL1027324,ECO.01.0578/01,ECO.01.0578/01,Arte de la lengua aymara,compuesta por el P. Ludovico Bertonio,[Whitefish,2015?],2015,spa,
MIL1027382,ECO.01.0599,ECO.01.0599,Joan Amos Comenii Orbis pictus,[Proslowo Jos. Chmela],W Hradcy Králowé,1833,1833,lat,yes
MIL1027414,ECO.01.0803,ECO.01.0803,Books fatal to their authors,by P.H. Ditchfield,London,1895,1895,eng,yes
PUV0569709,ECO.01.0004,ECO.01.0004,La frenologia divolgata ossia la fisiologia del cervello umano semplificata,Michele Merone,Torino,1851,1851,ita,yes
MIL1028916,ECO.01.0911,ECO.01.0911,1,par Dupuis,,,1835,fre,yes
MIL1035178,ECO.01.0987,ECO.01.0987,Chronograms continued and concluded,by James Hilton,London,1885,1885,eng,yes
MIL1035476,ECO.01.1055,ECO.01.1055,"Si stava meglio quando si stava peggio,  ovvero Il lamento dei mestieranti",,Firenze,1908,1908,ita,yes
MIL1035550,ECO.01.1087,ECO.01.1087,An Episode of Flatland,by C. H. Hinton,London,1907,1907,eng,yes
MIL1035600,ECO.01.1097,ECO.01.1097,Premiers éléments de lecture de la langue hébraïque,par le Docteur Papus (G. Encausse),Paris,[1913],1913,fre,yes
MIL1035606,ECO.01.1098,ECO.01.1098,Premiers éléments de lecture de la langue sanscrite (caractères devanagari),par le Dr Papus,Paris,prima del 1913],1898,fre,yes
MIL1035680,ECO.01.1103,ECO.01.1103,Lives of alchemystical philosophers,by Arthur Edward Waite,London,1888,1888,eng,yes
MIL1035791,ECO.02.0011,ECO.02.0011,Shadows of Life and Thought,Arthur Edward Waite,London,1938,1938,eng,yes
MIL1035795,ECO.02.0024/1,ECO.02.0024/1,"Der Signatstern, oder die enthüllten sämmtlichen sieben Grade und Geheimnisse der mystischen Freimaurerei, nebst dem Orden der Magus oder Ritter des L",[Johann Christoph von Wöllner],Stuttgart,1866,1866,ger,
MIL1035798,ECO.02.0024/1,ECO.02.0024/1,1,[Johann Christoph von Wöllner],Stuttgart,1866,1866,ger,yes
MIL1035800,ECO.02.0024/1,ECO.02.0024/1,2,[Johann Christoph von Wöllner],Stuttgart,1866,1866,ger,yes
PUV0598623,ECO.01.0903,ECO.01.0903,Theatrum chemicum britannicum,Elias Ashmole,Hildesheim,1968,1968,eng,yes
MIL1037582,ECO.02.0069,ECO.02.0069,Le diable amoureux,par J. Cazotte,Paris,1845,1845,fre,yes
MIL1037593,ECO.01.0346/1,ECO.01.0346/1,Notice scientifique sur le pendule du Panthéon,par M. Camille Flammarion,Paris,[1902?],1902,fre,yes
MIL1037594,ECO.01.0346/2,ECO.01.0346/2,Electrical Foucault pendulum systems,by Ernest K. Adams,[New York,1904],1904,eng,yes
MIL1038639,ECO.02.0162/5,ECO.02.0162/5,La luxure,par Eugéne Sue,Bruxelles,1849,1849,fre,yes
MIL1038642,ECO.02.0162/6,ECO.02.0162/6,La gourmandise,par Eugène Sue,Bruxelles,1849,1852,fre,yes
MIL1038654,ECO.02.0160,ECO.02.0160,Le batard de Mauléon,par Alexandre Dumas,Paris,1887,1887,fre,
MIL1038822,ECO.02.0165,ECO.02.0165,Vol. 2.,Tallemant des Reaux,Paris,1854,1854,fre,yes
MIL1038823,ECO.02.0165,ECO.02.0165,Vol. 3.,Tallemant des Reaux,Paris,1854,1854,fre,yes
MIL1038829,ECO.02.0165,ECO.02.0165,Vol. 4.,Tallemant des Reaux,Paris,1855,1855,fre,yes
MIL1039012,ECO.02.0168/14,ECO.02.0168/14,Fine books and manuscripts,Sotheby's,New York,1988,1988,eng,yes
MIL1039020,ECO.02.0168/15,ECO.02.0168/15,Important Judaica,Sotheby,New York,1988,1988,eng,
MIL1039053,ECO.02.0168/16,ECO.02.0168/16,A selection of interesting books on various subjects,,Stockholm,1988,1988,eng,
PUVE010185,ECO.01.0886/02,ECO.01.0886/02,"Introductiones apotelesmaticae elegantes, in chyromantiam, physiognomiam, astrologiam naturalem, complexiones hominum, naturas planetarum. Cum periaxi",,,,1522,lat,yes
IEI0058259,ECO.01.0293,ECO.01.0293,Manuel du libraire et de l'amateur de livres,par Jacques-Charles Brunet,Paris,stampa 1965-1966,1965,fre,
IEI0058265,ECO.01.0293,ECO.01.0293,Tome 1: Aa-Chytraeus,,,stampa 1965,1965,fre,yes
IEI0058275,ECO.01.0293,ECO.01.0293,Tome 3: Haag-Myvyrian,,,stampa 1965,1965,fre,yes
IEI0058280,ECO.01.0293,ECO.01.0293,Tome 5: Sa-Zyl,,,stampa 1966,1966,fre,
PUVE013014,ECO.01.0721,ECO.01.0721,Congestorium artificiose memorie u.p.f. Joannis Romberch de Kyrspe. Regularis obseruantie predicatorie: omnium de memoria preceptiones aggregatim comp,,,,1520,lat,yes
CFI0452071,ECO.01.0254/33,ECO.01.0254/33,Marsilio Ficino e il ritorno di Ermete Trismegisto,"\a cura di! Sebastiano Gentile, Carlos Gilly",Firenze,\1999!,1999,ita,yes
IEI0058272,ECO.01.0293,ECO.01.0293,Tome 2: Ciacconius-Gyron,,,stampa 1965,1965,fre,yes
VEAE008422,ECO.01.0866/1,ECO.01.0866/1,"Edouardi Kellaei Angli Tractatus duo egregii, de lapide philosophorum, una cum theatro astronomiae terrestri, cum figuris, in gratiam filiorum Hermeti",,Hamburgi,1676,1676,lat,yes
VEAE008460,ECO.01.0372,ECO.01.0372,Kabbala Denudata seu Doctrina Hebraeorum Tanscendentalis et Metaphysica atque Theologica Opus Antiquissimae Philosophiae Barbaricae variis speciminibu,,Sulzbaci,1677-1684,1677,lat,
SBL0728088,ECO.01.1038,ECO.01.1038,Storia universale,di Giovanni de Muller,Livorno,1849-,1849,ita,
TO00013702,ECO.01.0529,ECO.01.0529,Baconiana,,London,,19..,eng,yes
RAV0052397,ECO.04.0034,ECO.04.0034,Sette anni di desiderio,Umberto Eco,Milano,1983,1983,ita,
TES0035196,ECO.02.0126,ECO.02.0126,1,par A. Toussenel,Paris,1847,1847,fre,yes
VIA0070118,ECO.01.0217,ECO.01.0217,Il mondo di Abramo Ortelio,Giorgio Mangani,Modena,1998!,1998,ita,yes
TO00030740,ECO.02.0168/08,ECO.02.0168/08,Americana vetustissima,,New York,stampa 1990,1990,eng,yes
VIA0090835,ECO.02.0140,ECO.02.0140,1,di Paolo Emiliani-Giudici,Firenze,1855,1855,ita,
VIA0090836,ECO.02.0140,ECO.02.0140,2,di Paolo Emiliani-Giudici,Firenze,1855,1855,ita,
TES0035198,ECO.02.0126,ECO.02.0126,2,par A. Toussenel,Paris,1847,1847,fre,yes
IEI0241016,ECO.02.0124,ECO.02.0124,La mistificazione di Leo Taxil,,Roma,1897,1897,ita,yes
RAV0047653,ECO.04.0001,ECO.04.0001,Il nome della rosa,Umberto Eco,Milano,1980,1980,ita,
MIL0467247,ECO.01.0657,ECO.01.0657,"Cymbalum mundi, sive Symbolum sapientiae","edizione critica a cura di Guido Canziani, Winfried Schröder, Francisco Socas",Milano,2000,2000,ita,
PUVE022035,ECO.01.0407,ECO.01.0407,"Joh. Christophori Steebj ... Coelum sephiroticum Hebraeorum, per portas intelligentiae, Moysi revelatas interiores naturalium rerum characteres abdito",,Moguntiae,1679,1679,lat,
VEAE123368,ECO.01.0041,ECO.01.0041,"Characteres Aegyptii, hoc est, sacrorum, quibus Aegyptii utuntur, simulachrorum accurata delineatio et explicatio, qua antiquissimarum superstitionum ",,Francofurti,1608,1608,lat,yes
VEAE125641,ECO.03.0060/03,ECO.03.0060/03,Pomponij Melle cosmographi de situ orbis liber primus. ...,,,,1478,lat,yes
TES0035194,ECO.02.0126,ECO.02.0126,"Les juifs, rois de l'époque",par A. Toussenel,Paris,,1847,fre,
VEA0121709,ECO.02.0082,ECO.02.0082,L'homme et le mystere en Asie,Ferdinand Ossendowski,Paris,\1925!,1925,fre,yes
VEAE000143,ECO.02.0147,ECO.02.0147,"2: Bibliotheque des romans, avec des remarques critiques sur leur choix & leurs differentes editions. Par m. le C. Gordon de Percel",,A Amsterdam,1734,1734,fre,
IEI0018292,ECO.01.1066,ECO.01.1066,Le service de la Sureté,par G. Mace,Paris,[1884?],1884,fre,yes
SBL0673219,ECO.01.0209,ECO.01.0209,Bibliographie de la Franc-maçonnerie et des sociétés secrètes,Paul Fesch,Bruxelles,1976,1976,fre,
PUVE008244,ECO.01.0624,ECO.01.0624,3,,,,1804,fre,yes
IEI0002740,ECO.01.0254/22,ECO.01.0254/22,Gli emblemi di Andrea Alciato nella edizione Steyner del 1531,Maria Antonietta De Angelis,Salerno,1984,1984,ita,yes
VEA1153513,ECO.02.0139,ECO.02.0139,1,par Alexandre Dumas,Paris,1860,1860,fre,yes
PUVE004598,ECO.01.0662,ECO.01.0662,L'analisi della bellezza scritta col disegno di fissar l'idee vaghe del gusto. Tradotta dall'originale inglese. Di Guglielmo Hogarth,,Livorno,1761,1761,ita,yes
VEAE003286,ECO.02.0154/2,ECO.02.0154/2,La Bersabee di Ferrante Pallauicino,,In Venetia,1655,1655,ita,yes
VEAE004265,ECO.01.0366,ECO.01.0366,"Nihil, fere nihil, minus nihilo: seu De ente, non ente, & medio inter ens, & non ens positiones 26.",\Iacobus Gaffarellus!,Venetiis,1634,1634,lat,yes
MIL1077164,ECO.04.0093,ECO.04.0093,Opera aperta,Umberto Eco,Milano,2023,2023,ita,
SBL0624692,ECO.01.0254/03,ECO.01.0254/03,Alessandria,Piero Angiolini,Alessandria,1981,1981,ita,yes
SBL0650329,ECO.01.0740,ECO.01.0740,Logica memorativa,,Nieuwkoop,1967,1967,lat,yes
PUVE002126,ECO.01.0489,ECO.01.0489,Amusement philosophique sur le language des betes,[G.H. Bougeant],A La Haye,1739,1739,fre,yes
VEAE000141,ECO.02.0147,ECO.02.0147,"De l'usage des romans, ou l'on fait voir leur utilite & leurs differens caracteres: avec une bibliotheque des romans, accompagnee de remarques critiqu",,A Amsterdam,1734,1734,fre,
VEAE000142,ECO.02.0147,ECO.02.0147,1,,,,1734,fre,yes
VEA1230215,ECO.01.0482/19,ECO.01.0482/19,Figure rinascimentali del Comico,Chartaphilus,[S.l.,2007?],2007,ita,yes
PUVE000871,ECO.01.0308,ECO.01.0308,Menippus siue Dialogorum satyricorum centuria inanitatum nostratium speculum. Cum quibusdam aliis liberarioribus..,,Helicone juxta Parnassum \i.e. Strasburg,1617,1617,lat,yes
PUVE004550,ECO.01.0839,ECO.01.0839,"Ortus medicinae. Id est, Initia physicae inaudita. Progressus medicinae novus, in morborum vltionem, ad vitam longam. Authore Ioanne Baptista van Helm",,Amstelodami,1652,1652,lat,yes
SBL0686433,ECO.01.0254/20,ECO.01.0254/20,Bibliographical notes on one hundred books famous in English literature,compiled by Henry W. Kent,[Milton Keynes,2008?],2008,eng,yes
VEA1153511,ECO.02.0139,ECO.02.0139,Ascanio,par Alexandre Dumas,Paris,1860,1860,fre,
VEA1153515,ECO.02.0139,ECO.02.0139,2,par Alexandre Dumas,Paris,1860,1860,fre,yes
VEAE004102,ECO.01.0017,ECO.01.0017,"Della magia naturale del signor Gio. Battista Della Porta napolitano. Libri 20. tradotti dal latino in volgare, e dall'istesso autore accresciuti, sot",,In Napoli,1677,1677,ita,yes
VEAE010508,ECO.02.0102,ECO.02.0102,"Eloge de l'Enfer. Ouvrage critique, historique, et moral",,A Londres,1777,1777,fre,yes
VEAE140717,ECO.03.0058,ECO.03.0058,Introductorium in astronomiam Albumasaris abalachi octo continens libros partiales,,,,1489,lat,yes
VEAE144693,ECO.03.0003,ECO.03.0003,Mercurii Trismegisti Liber de potestate et sapientia dei e graeco in latinum traductus a Marsilio Ficino florentino ad Cosmum Medicem patriae patrem. ,,,,1481,lat,yes
VEAE144883,ECO.01.0735,ECO.01.0735,Iohannis Michaelis Alberti carrariensis de omnibus ingeniis augende memorie: ad prestantissimum virum Alouisium Manentem inclyti Venetorum Senatus sec,,,,1491,lat,yes
SBLE002928,ECO.01.0349,ECO.01.0349,"Gli artificiosi, e curiosi moti spiritali di Herone. Tradotti da M. Gio: Battista Aleotti d'Argenta. Aggiontoui dal medesimo quattro theoremi non men ",,In Bologna,1647,1647,ita,yes
